id,name,pic,url
80,力帆汽车,//car3.autoimg.cn/cardfs/brand/50/g6/M0B/1E/C7/autohomecar__wKjB0Vox3TKARDtVAAAKEAF84cA573.jpg,//car.autohome.com.cn/pic/brand-80.html
54,劳斯莱斯,//car0.autoimg.cn/logo/brand/50/129302254799432500.jpg,//car.autohome.com.cn/pic/brand-54.html
88,陆风,//car1.autoimg.cn/logo/brand/50/130104794018000798.jpg,//car.autohome.com.cn/pic/brand-88.html
50,路特斯,//car1.autoimg.cn/logo/brand/50/129513714648821250.jpg,//car.autohome.com.cn/pic/brand-50.html
124,理念,//car1.autoimg.cn/logo/brand/50/129373380544377500.jpg,//car.autohome.com.cn/pic/brand-124.html
89,莲花汽车,//car0.autoimg.cn/logo/brand/50/130713021706491676.jpg,//car.autohome.com.cn/pic/brand-89.html
265,LeSEE,//car3.autoimg.cn/cardfs/brand/50/g17/M13/5F/CB/autohomecar__wKgH51cdxXeAbT46AAAGksClvFo080.jpg,//car.autohome.com.cn/pic/brand-265.html
121,蓝旗亚,//car1.autoimg.cn/logo/brand/50/129367644057087500.jpg,//car.autohome.com.cn/pic/brand-121.html
183,朗世,//car0.autoimg.cn/logo/brand/50/130109036967289015.jpg,//car.autohome.com.cn/pic/brand-183.html
225,领志,//car1.autoimg.cn/logo/brand/50/130607877256091804.jpg,//car.autohome.com.cn/pic/brand-225.html
58,马自达,//car2.autoimg.cn/cardfs/brand/50/g21/M0A/3D/0F/autohomecar__wKgFWlayv-mAGTlxAAAPPAplX4Q748.jpg,//car.autohome.com.cn/pic/brand-58.html
20,名爵,//car1.autoimg.cn/logo/brand/50/130471133772685412.jpg,//car.autohome.com.cn/pic/brand-20.html
57,玛莎拉蒂,//car0.autoimg.cn/logo/brand/50/129302256540057500.jpg,//car.autohome.com.cn/pic/brand-57.html
56,MINI,//car2.autoimg.cn/cardfs/brand/50/g19/M0E/25/18/autohomecar__wKjBxFaoxCOAIuHKAAAJnhUmJqk584.jpg,//car.autohome.com.cn/pic/brand-56.html
129,迈凯伦,//car0.autoimg.cn/logo/brand/50/129458351066720000.jpg,//car.autohome.com.cn/pic/brand-129.html
168,摩根,//car0.autoimg.cn/logo/brand/50/129836130377433918.JPG,//car.autohome.com.cn/pic/brand-168.html
55,迈巴赫,//car0.autoimg.cn/logo/brand/50/129302899825468750.jpg,//car.autohome.com.cn/pic/brand-55.html
130,纳智捷,//car1.autoimg.cn/logo/brand/50/129683886312508553.jpg,//car.autohome.com.cn/pic/brand-130.html
213,南京金龙,//car1.autoimg.cn/logo/brand/50/130618772782942839.jpg,//car.autohome.com.cn/pic/brand-213.html
228,nanoFLOWCELL,//car1.autoimg.cn/logo/brand/50/130680904958412844.jpg,//car.autohome.com.cn/pic/brand-228.html
295,NEVS,//car2.autoimg.cn/cardfs/brand/50/g7/M03/C5/29/autohomecar__wKgHzlk3YimAAXQ3AAAHzM5kI48926.jpg,//car.autohome.com.cn/pic/brand-295.html
136,Noble,//car1.autoimg.cn/logo/brand/50/129542460928841250.jpg,//car.autohome.com.cn/pic/brand-136.html
60,讴歌,//car3.autoimg.cn/cardfs/brand/50/g15/M05/9E/75/autohomecar__wKgH1lnccraAeMt5AAAK3m_x5O8994.jpg,//car.autohome.com.cn/pic/brand-60.html
146,欧朗,//car0.autoimg.cn/logo/brand/50/129835972275991768.jpg,//car.autohome.com.cn/pic/brand-146.html
59,欧宝,//car0.autoimg.cn/logo/brand/50/129969184274601979.jpg,//car.autohome.com.cn/pic/brand-59.html
